date_key,full_date,day,month,month_name,quarter,year,week_of_year,day_of_week,is_weekend
959,2023-08-17,17,8,August,3,2023,33,Thursday,False
960,2023-08-18,18,8,August,3,2023,33,Friday,False
961,2023-08-19,19,8,August,3,2023,33,Saturday,True
962,2023-08-20,20,8,August,3,2023,33,Sunday,True
963,2023-08-21,21,8,August,3,2023,34,Monday,False
964,2023-08-22,22,8,August,3,2023,34,Tuesday,False
965,2023-08-23,23,8,August,3,2023,34,Wednesday,False
966,2023-08-24,24,8,August,3,2023,34,Thursday,False
967,2023-08-25,25,8,August,3,2023,34,Friday,False
968,2023-08-26,26,8,August,3,2023,34,Saturday,True
969,2023-08-27,27,8,August,3,2023,34,Sunday,True
970,2023-08-28,28,8,August,3,2023,35,Monday,False
971,2023-08-29,29,8,August,3,2023,35,Tuesday,False
972,2023-08-30,30,8,August,3,2023,35,Wednesday,False
973,2023-08-31,31,8,August,3,2023,35,Thursday,False
974,2023-09-01,1,9,September,3,2023,35,Friday,False
975,2023-09-02,2,9,September,3,2023,35,Saturday,True
976,2023-09-03,3,9,September,3,2023,35,Sunday,True
977,2023-09-04,4,9,September,3,2023,36,Monday,False
978,2023-09-05,5,9,September,3,2023,36,Tuesday,False
979,2023-09-06,6,9,September,3,2023,36,Wednesday,False
980,2023-09-07,7,9,September,3,2023,36,Thursday,False
981,2023-09-08,8,9,September,3,2023,36,Friday,False
982,2023-09-09,9,9,September,3,2023,36,Saturday,True
983,2023-09-10,10,9,September,3,2023,36,Sunday,True
984,2023-09-11,11,9,September,3,2023,37,Monday,False
985,2023-09-12,12,9,September,3,2023,37,Tuesday,False
986,2023-09-13,13,9,September,3,2023,37,Wednesday,False
987,2023-09-14,14,9,September,3,2023,37,Thursday,False
988,2023-09-15,15,9,September,3,2023,37,Friday,False
989,2023-09-16,16,9,September,3,2023,37,Saturday,True
990,2023-09-17,17,9,September,3,2023,37,Sunday,True
991,2023-09-18,18,9,September,3,2023,38,Monday,False
992,2023-09-19,19,9,September,3,2023,38,Tuesday,False
993,2023-09-20,20,9,September,3,2023,38,Wednesday,False
994,2023-09-21,21,9,September,3,2023,38,Thursday,False
995,2023-09-22,22,9,September,3,2023,38,Friday,False
996,2023-09-23,23,9,September,3,2023,38,Saturday,True
997,2023-09-24,24,9,September,3,2023,38,Sunday,True
998,2023-09-25,25,9,September,3,2023,39,Monday,False
999,2023-09-26,26,9,September,3,2023,39,Tuesday,False
1000,2023-09-27,27,9,September,3,2023,39,Wednesday,False
1001,2023-09-28,28,9,September,3,2023,39,Thursday,False
1002,2023-09-29,29,9,September,3,2023,39,Friday,False
1003,2023-09-30,30,9,September,3,2023,39,Saturday,True
1004,2023-10-01,1,10,October,4,2023,39,Sunday,True
1005,2023-10-02,2,10,October,4,2023,40,Monday,False
1006,2023-10-03,3,10,October,4,2023,40,Tuesday,False
1007,2023-10-04,4,10,October,4,2023,40,Wednesday,False
1008,2023-10-05,5,10,October,4,2023,40,Thursday,False
1009,2023-10-06,6,10,October,4,2023,40,Friday,False
1010,2023-10-07,7,10,October,4,2023,40,Saturday,True
1011,2023-10-08,8,10,October,4,2023,40,Sunday,True
1012,2023-10-09,9,10,October,4,2023,41,Monday,False
1013,2023-10-10,10,10,October,4,2023,41,Tuesday,False
1014,2023-10-11,11,10,October,4,2023,41,Wednesday,False
1015,2023-10-12,12,10,October,4,2023,41,Thursday,False
1016,2023-10-13,13,10,October,4,2023,41,Friday,False
1017,2023-10-14,14,10,October,4,2023,41,Saturday,True
1018,2023-10-15,15,10,October,4,2023,41,Sunday,True
1019,2023-10-16,16,10,October,4,2023,42,Monday,False
1020,2023-10-17,17,10,October,4,2023,42,Tuesday,False
1021,2023-10-18,18,10,October,4,2023,42,Wednesday,False
1022,2023-10-19,19,10,October,4,2023,42,Thursday,False
1023,2023-10-20,20,10,October,4,2023,42,Friday,False
1024,2023-10-21,21,10,October,4,2023,42,Saturday,True
1025,2023-10-22,22,10,October,4,2023,42,Sunday,True
1026,2023-10-23,23,10,October,4,2023,43,Monday,False
1027,2023-10-24,24,10,October,4,2023,43,Tuesday,False
1028,2023-10-25,25,10,October,4,2023,43,Wednesday,False
1029,2023-10-26,26,10,October,4,2023,43,Thursday,False
1030,2023-10-27,27,10,October,4,2023,43,Friday,False
1031,2023-10-28,28,10,October,4,2023,43,Saturday,True
1032,2023-10-29,29,10,October,4,2023,43,Sunday,True
1033,2023-10-30,30,10,October,4,2023,44,Monday,False
1034,2023-10-31,31,10,October,4,2023,44,Tuesday,False
1035,2023-11-01,1,11,November,4,2023,44,Wednesday,False
1036,2023-11-02,2,11,November,4,2023,44,Thursday,False
1037,2023-11-03,3,11,November,4,2023,44,Friday,False
1038,2023-11-04,4,11,November,4,2023,44,Saturday,True
1039,2023-11-05,5,11,November,4,2023,44,Sunday,True
1040,2023-11-06,6,11,November,4,2023,45,Monday,False
1041,2023-11-07,7,11,November,4,2023,45,Tuesday,False
1042,2023-11-08,8,11,November,4,2023,45,Wednesday,False
1043,2023-11-09,9,11,November,4,2023,45,Thursday,False
1044,2023-11-10,10,11,November,4,2023,45,Friday,False
1045,2023-11-11,11,11,November,4,2023,45,Saturday,True
1046,2023-11-12,12,11,November,4,2023,45,Sunday,True
1047,2023-11-13,13,11,November,4,2023,46,Monday,False
1048,2023-11-14,14,11,November,4,2023,46,Tuesday,False
1049,2023-11-15,15,11,November,4,2023,46,Wednesday,False
1050,2023-11-16,16,11,November,4,2023,46,Thursday,False
1051,2023-11-17,17,11,November,4,2023,46,Friday,False
1052,2023-11-18,18,11,November,4,2023,46,Saturday,True
1053,2023-11-19,19,11,November,4,2023,46,Sunday,True
1054,2023-11-20,20,11,November,4,2023,47,Monday,False
1055,2023-11-21,21,11,November,4,2023,47,Tuesday,False
1056,2023-11-22,22,11,November,4,2023,47,Wednesday,False
1057,2023-11-23,23,11,November,4,2023,47,Thursday,False
1058,2023-11-24,24,11,November,4,2023,47,Friday,False
1059,2023-11-25,25,11,November,4,2023,47,Saturday,True
1060,2023-11-26,26,11,November,4,2023,47,Sunday,True
1061,2023-11-27,27,11,November,4,2023,48,Monday,False
1062,2023-11-28,28,11,November,4,2023,48,Tuesday,False
1063,2023-11-29,29,11,November,4,2023,48,Wednesday,False
1064,2023-11-30,30,11,November,4,2023,48,Thursday,False
1065,2023-12-01,1,12,December,4,2023,48,Friday,False
1066,2023-12-02,2,12,December,4,2023,48,Saturday,True
1067,2023-12-03,3,12,December,4,2023,48,Sunday,True
1068,2023-12-04,4,12,December,4,2023,49,Monday,False
1069,2023-12-05,5,12,December,4,2023,49,Tuesday,False
1070,2023-12-06,6,12,December,4,2023,49,Wednesday,False
1071,2023-12-07,7,12,December,4,2023,49,Thursday,False
1072,2023-12-08,8,12,December,4,2023,49,Friday,False
1073,2023-12-09,9,12,December,4,2023,49,Saturday,True
1074,2023-12-10,10,12,December,4,2023,49,Sunday,True
1075,2023-12-11,11,12,December,4,2023,50,Monday,False
1076,2023-12-12,12,12,December,4,2023,50,Tuesday,False
1077,2023-12-13,13,12,December,4,2023,50,Wednesday,False
1078,2023-12-14,14,12,December,4,2023,50,Thursday,False
1079,2023-12-15,15,12,December,4,2023,50,Friday,False
1080,2023-12-16,16,12,December,4,2023,50,Saturday,True
1081,2023-12-17,17,12,December,4,2023,50,Sunday,True
1082,2023-12-18,18,12,December,4,2023,51,Monday,False
1083,2023-12-19,19,12,December,4,2023,51,Tuesday,False
1084,2023-12-20,20,12,December,4,2023,51,Wednesday,False
1085,2023-12-21,21,12,December,4,2023,51,Thursday,False
1086,2023-12-22,22,12,December,4,2023,51,Friday,False
1087,2023-12-23,23,12,December,4,2023,51,Saturday,True
1088,2023-12-24,24,12,December,4,2023,51,Sunday,True
1089,2023-12-25,25,12,December,4,2023,52,Monday,False
1090,2023-12-26,26,12,December,4,2023,52,Tuesday,False
1091,2023-12-27,27,12,December,4,2023,52,Wednesday,False
1092,2023-12-28,28,12,December,4,2023,52,Thursday,False
1093,2023-12-29,29,12,December,4,2023,52,Friday,False
1094,2023-12-30,30,12,December,4,2023,52,Saturday,True
1095,2023-12-31,31,12,December,4,2023,52,Sunday,True
1096,2024-01-01,1,1,January,1,2024,1,Monday,False
1097,2024-01-02,2,1,January,1,2024,1,Tuesday,False
1098,2024-01-03,3,1,January,1,2024,1,Wednesday,False
1099,2024-01-04,4,1,January,1,2024,1,Thursday,False
1100,2024-01-05,5,1,January,1,2024,1,Friday,False
1101,2024-01-06,6,1,January,1,2024,1,Saturday,True
1102,2024-01-07,7,1,January,1,2024,1,Sunday,True
1103,2024-01-08,8,1,January,1,2024,2,Monday,False
1104,2024-01-09,9,1,January,1,2024,2,Tuesday,False
1105,2024-01-10,10,1,January,1,2024,2,Wednesday,False
1106,2024-01-11,11,1,January,1,2024,2,Thursday,False
1107,2024-01-12,12,1,January,1,2024,2,Friday,False
1108,2024-01-13,13,1,January,1,2024,2,Saturday,True
1109,2024-01-14,14,1,January,1,2024,2,Sunday,True
1110,2024-01-15,15,1,January,1,2024,3,Monday,False
1111,2024-01-16,16,1,January,1,2024,3,Tuesday,False
1112,2024-01-17,17,1,January,1,2024,3,Wednesday,False
1113,2024-01-18,18,1,January,1,2024,3,Thursday,False
1114,2024-01-19,19,1,January,1,2024,3,Friday,False
1115,2024-01-20,20,1,January,1,2024,3,Saturday,True
1116,2024-01-21,21,1,January,1,2024,3,Sunday,True
1117,2024-01-22,22,1,January,1,2024,4,Monday,False
1118,2024-01-23,23,1,January,1,2024,4,Tuesday,False
1119,2024-01-24,24,1,January,1,2024,4,Wednesday,False
1120,2024-01-25,25,1,January,1,2024,4,Thursday,False
1121,2024-01-26,26,1,January,1,2024,4,Friday,False
1122,2024-01-27,27,1,January,1,2024,4,Saturday,True
1123,2024-01-28,28,1,January,1,2024,4,Sunday,True
1124,2024-01-29,29,1,January,1,2024,5,Monday,False
1125,2024-01-30,30,1,January,1,2024,5,Tuesday,False
1126,2024-01-31,31,1,January,1,2024,5,Wednesday,False
1127,2024-02-01,1,2,February,1,2024,5,Thursday,False
1128,2024-02-02,2,2,February,1,2024,5,Friday,False
1129,2024-02-03,3,2,February,1,2024,5,Saturday,True
1130,2024-02-04,4,2,February,1,2024,5,Sunday,True
1131,2024-02-05,5,2,February,1,2024,6,Monday,False
1132,2024-02-06,6,2,February,1,2024,6,Tuesday,False
1133,2024-02-07,7,2,February,1,2024,6,Wednesday,False
1134,2024-02-08,8,2,February,1,2024,6,Thursday,False
1135,2024-02-09,9,2,February,1,2024,6,Friday,False
1136,2024-02-10,10,2,February,1,2024,6,Saturday,True
1137,2024-02-11,11,2,February,1,2024,6,Sunday,True
1138,2024-02-12,12,2,February,1,2024,7,Monday,False
1139,2024-02-13,13,2,February,1,2024,7,Tuesday,False
1140,2024-02-14,14,2,February,1,2024,7,Wednesday,False
1141,2024-02-15,15,2,February,1,2024,7,Thursday,False
1142,2024-02-16,16,2,February,1,2024,7,Friday,False
1143,2024-02-17,17,2,February,1,2024,7,Saturday,True
1144,2024-02-18,18,2,February,1,2024,7,Sunday,True
1145,2024-02-19,19,2,February,1,2024,8,Monday,False
1146,2024-02-20,20,2,February,1,2024,8,Tuesday,False
1147,2024-02-21,21,2,February,1,2024,8,Wednesday,False
1148,2024-02-22,22,2,February,1,2024,8,Thursday,False
1149,2024-02-23,23,2,February,1,2024,8,Friday,False
1150,2024-02-24,24,2,February,1,2024,8,Saturday,True
1151,2024-02-25,25,2,February,1,2024,8,Sunday,True
1152,2024-02-26,26,2,February,1,2024,9,Monday,False
1153,2024-02-27,27,2,February,1,2024,9,Tuesday,False
1154,2024-02-28,28,2,February,1,2024,9,Wednesday,False
1155,2024-02-29,29,2,February,1,2024,9,Thursday,False
1156,2024-03-01,1,3,March,1,2024,9,Friday,False
1157,2024-03-02,2,3,March,1,2024,9,Saturday,True
1158,2024-03-03,3,3,March,1,2024,9,Sunday,True
1159,2024-03-04,4,3,March,1,2024,10,Monday,False
1160,2024-03-05,5,3,March,1,2024,10,Tuesday,False
1161,2024-03-06,6,3,March,1,2024,10,Wednesday,False
1162,2024-03-07,7,3,March,1,2024,10,Thursday,False
1163,2024-03-08,8,3,March,1,2024,10,Friday,False
1164,2024-03-09,9,3,March,1,2024,10,Saturday,True
1165,2024-03-10,10,3,March,1,2024,10,Sunday,True
1166,2024-03-11,11,3,March,1,2024,11,Monday,False
1167,2024-03-12,12,3,March,1,2024,11,Tuesday,False
1168,2024-03-13,13,3,March,1,2024,11,Wednesday,False
1169,2024-03-14,14,3,March,1,2024,11,Thursday,False
1170,2024-03-15,15,3,March,1,2024,11,Friday,False
1171,2024-03-16,16,3,March,1,2024,11,Saturday,True
1172,2024-03-17,17,3,March,1,2024,11,Sunday,True
1173,2024-03-18,18,3,March,1,2024,12,Monday,False
1174,2024-03-19,19,3,March,1,2024,12,Tuesday,False
1175,2024-03-20,20,3,March,1,2024,12,Wednesday,False
1176,2024-03-21,21,3,March,1,2024,12,Thursday,False
1177,2024-03-22,22,3,March,1,2024,12,Friday,False
1178,2024-03-23,23,3,March,1,2024,12,Saturday,True
1179,2024-03-24,24,3,March,1,2024,12,Sunday,True
1180,2024-03-25,25,3,March,1,2024,13,Monday,False
1181,2024-03-26,26,3,March,1,2024,13,Tuesday,False
1182,2024-03-27,27,3,March,1,2024,13,Wednesday,False
1183,2024-03-28,28,3,March,1,2024,13,Thursday,False
1184,2024-03-29,29,3,March,1,2024,13,Friday,False
1185,2024-03-30,30,3,March,1,2024,13,Saturday,True
1186,2024-03-31,31,3,March,1,2024,13,Sunday,True
1187,2024-04-01,1,4,April,2,2024,14,Monday,False
1188,2024-04-02,2,4,April,2,2024,14,Tuesday,False
1189,2024-04-03,3,4,April,2,2024,14,Wednesday,False
1190,2024-04-04,4,4,April,2,2024,14,Thursday,False
1191,2024-04-05,5,4,April,2,2024,14,Friday,False
1192,2024-04-06,6,4,April,2,2024,14,Saturday,True
1193,2024-04-07,7,4,April,2,2024,14,Sunday,True
1194,2024-04-08,8,4,April,2,2024,15,Monday,False
1195,2024-04-09,9,4,April,2,2024,15,Tuesday,False
1196,2024-04-10,10,4,April,2,2024,15,Wednesday,False
1197,2024-04-11,11,4,April,2,2024,15,Thursday,False
1198,2024-04-12,12,4,April,2,2024,15,Friday,False
1199,2024-04-13,13,4,April,2,2024,15,Saturday,True
1200,2024-04-14,14,4,April,2,2024,15,Sunday,True
1201,2024-04-15,15,4,April,2,2024,16,Monday,False
1202,2024-04-16,16,4,April,2,2024,16,Tuesday,False
1203,2024-04-17,17,4,April,2,2024,16,Wednesday,False
1204,2024-04-18,18,4,April,2,2024,16,Thursday,False
1205,2024-04-19,19,4,April,2,2024,16,Friday,False
1206,2024-04-20,20,4,April,2,2024,16,Saturday,True
1207,2024-04-21,21,4,April,2,2024,16,Sunday,True
1208,2024-04-22,22,4,April,2,2024,17,Monday,False
1209,2024-04-23,23,4,April,2,2024,17,Tuesday,False
1210,2024-04-24,24,4,April,2,2024,17,Wednesday,False
1211,2024-04-25,25,4,April,2,2024,17,Thursday,False
1212,2024-04-26,26,4,April,2,2024,17,Friday,False
1213,2024-04-27,27,4,April,2,2024,17,Saturday,True
1214,2024-04-28,28,4,April,2,2024,17,Sunday,True
1215,2024-04-29,29,4,April,2,2024,18,Monday,False
1216,2024-04-30,30,4,April,2,2024,18,Tuesday,False
1217,2024-05-01,1,5,May,2,2024,18,Wednesday,False
1218,2024-05-02,2,5,May,2,2024,18,Thursday,False
1219,2024-05-03,3,5,May,2,2024,18,Friday,False
1220,2024-05-04,4,5,May,2,2024,18,Saturday,True
1221,2024-05-05,5,5,May,2,2024,18,Sunday,True
1222,2024-05-06,6,5,May,2,2024,19,Monday,False
1223,2024-05-07,7,5,May,2,2024,19,Tuesday,False
1224,2024-05-08,8,5,May,2,2024,19,Wednesday,False
1225,2024-05-09,9,5,May,2,2024,19,Thursday,False
1226,2024-05-10,10,5,May,2,2024,19,Friday,False
1227,2024-05-11,11,5,May,2,2024,19,Saturday,True
1228,2024-05-12,12,5,May,2,2024,19,Sunday,True
1229,2024-05-13,13,5,May,2,2024,20,Monday,False
1230,2024-05-14,14,5,May,2,2024,20,Tuesday,False
1231,2024-05-15,15,5,May,2,2024,20,Wednesday,False
1232,2024-05-16,16,5,May,2,2024,20,Thursday,False
1233,2024-05-17,17,5,May,2,2024,20,Friday,False
1234,2024-05-18,18,5,May,2,2024,20,Saturday,True
1235,2024-05-19,19,5,May,2,2024,20,Sunday,True
1236,2024-05-20,20,5,May,2,2024,21,Monday,False
1237,2024-05-21,21,5,May,2,2024,21,Tuesday,False
1238,2024-05-22,22,5,May,2,2024,21,Wednesday,False
1239,2024-05-23,23,5,May,2,2024,21,Thursday,False
1240,2024-05-24,24,5,May,2,2024,21,Friday,False
1241,2024-05-25,25,5,May,2,2024,21,Saturday,True
1242,2024-05-26,26,5,May,2,2024,21,Sunday,True
1243,2024-05-27,27,5,May,2,2024,22,Monday,False
1244,2024-05-28,28,5,May,2,2024,22,Tuesday,False
1245,2024-05-29,29,5,May,2,2024,22,Wednesday,False
1246,2024-05-30,30,5,May,2,2024,22,Thursday,False
1247,2024-05-31,31,5,May,2,2024,22,Friday,False
1248,2024-06-01,1,6,June,2,2024,22,Saturday,True
1249,2024-06-02,2,6,June,2,2024,22,Sunday,True
1250,2024-06-03,3,6,June,2,2024,23,Monday,False
1251,2024-06-04,4,6,June,2,2024,23,Tuesday,False
1252,2024-06-05,5,6,June,2,2024,23,Wednesday,False
1253,2024-06-06,6,6,June,2,2024,23,Thursday,False
1254,2024-06-07,7,6,June,2,2024,23,Friday,False
1255,2024-06-08,8,6,June,2,2024,23,Saturday,True
1256,2024-06-09,9,6,June,2,2024,23,Sunday,True
1257,2024-06-10,10,6,June,2,2024,24,Monday,False
1258,2024-06-11,11,6,June,2,2024,24,Tuesday,False
1259,2024-06-12,12,6,June,2,2024,24,Wednesday,False
1260,2024-06-13,13,6,June,2,2024,24,Thursday,False
1261,2024-06-14,14,6,June,2,2024,24,Friday,False
1262,2024-06-15,15,6,June,2,2024,24,Saturday,True
1263,2024-06-16,16,6,June,2,2024,24,Sunday,True
1264,2024-06-17,17,6,June,2,2024,25,Monday,False
1265,2024-06-18,18,6,June,2,2024,25,Tuesday,False
1266,2024-06-19,19,6,June,2,2024,25,Wednesday,False
1267,2024-06-20,20,6,June,2,2024,25,Thursday,False
1268,2024-06-21,21,6,June,2,2024,25,Friday,False
1269,2024-06-22,22,6,June,2,2024,25,Saturday,True
1270,2024-06-23,23,6,June,2,2024,25,Sunday,True
1271,2024-06-24,24,6,June,2,2024,26,Monday,False
1272,2024-06-25,25,6,June,2,2024,26,Tuesday,False
1273,2024-06-26,26,6,June,2,2024,26,Wednesday,False
1274,2024-06-27,27,6,June,2,2024,26,Thursday,False
1275,2024-06-28,28,6,June,2,2024,26,Friday,False
1276,2024-06-29,29,6,June,2,2024,26,Saturday,True
1277,2024-06-30,30,6,June,2,2024,26,Sunday,True
1278,2024-07-01,1,7,July,3,2024,27,Monday,False
1279,2024-07-02,2,7,July,3,2024,27,Tuesday,False
1280,2024-07-03,3,7,July,3,2024,27,Wednesday,False
1281,2024-07-04,4,7,July,3,2024,27,Thursday,False
1282,2024-07-05,5,7,July,3,2024,27,Friday,False
1283,2024-07-06,6,7,July,3,2024,27,Saturday,True
1284,2024-07-07,7,7,July,3,2024,27,Sunday,True
1285,2024-07-08,8,7,July,3,2024,28,Monday,False
1286,2024-07-09,9,7,July,3,2024,28,Tuesday,False
1287,2024-07-10,10,7,July,3,2024,28,Wednesday,False
1288,2024-07-11,11,7,July,3,2024,28,Thursday,False
1289,2024-07-12,12,7,July,3,2024,28,Friday,False
1290,2024-07-13,13,7,July,3,2024,28,Saturday,True
1291,2024-07-14,14,7,July,3,2024,28,Sunday,True
1292,2024-07-15,15,7,July,3,2024,29,Monday,False
1293,2024-07-16,16,7,July,3,2024,29,Tuesday,False
1294,2024-07-17,17,7,July,3,2024,29,Wednesday,False
1295,2024-07-18,18,7,July,3,2024,29,Thursday,False
1296,2024-07-19,19,7,July,3,2024,29,Friday,False
1297,2024-07-20,20,7,July,3,2024,29,Saturday,True
1298,2024-07-21,21,7,July,3,2024,29,Sunday,True
1299,2024-07-22,22,7,July,3,2024,30,Monday,False
1300,2024-07-23,23,7,July,3,2024,30,Tuesday,False
1301,2024-07-24,24,7,July,3,2024,30,Wednesday,False
1302,2024-07-25,25,7,July,3,2024,30,Thursday,False
1303,2024-07-26,26,7,July,3,2024,30,Friday,False
1304,2024-07-27,27,7,July,3,2024,30,Saturday,True
1305,2024-07-28,28,7,July,3,2024,30,Sunday,True
1306,2024-07-29,29,7,July,3,2024,31,Monday,False
1307,2024-07-30,30,7,July,3,2024,31,Tuesday,False
1308,2024-07-31,31,7,July,3,2024,31,Wednesday,False
1309,2024-08-01,1,8,August,3,2024,31,Thursday,False
1310,2024-08-02,2,8,August,3,2024,31,Friday,False
1311,2024-08-03,3,8,August,3,2024,31,Saturday,True
1312,2024-08-04,4,8,August,3,2024,31,Sunday,True
1313,2024-08-05,5,8,August,3,2024,32,Monday,False
1314,2024-08-06,6,8,August,3,2024,32,Tuesday,False
1315,2024-08-07,7,8,August,3,2024,32,Wednesday,False
1316,2024-08-08,8,8,August,3,2024,32,Thursday,False
1317,2024-08-09,9,8,August,3,2024,32,Friday,False
1318,2024-08-10,10,8,August,3,2024,32,Saturday,True
1319,2024-08-11,11,8,August,3,2024,32,Sunday,True
1320,2024-08-12,12,8,August,3,2024,33,Monday,False
1321,2024-08-13,13,8,August,3,2024,33,Tuesday,False
1322,2024-08-14,14,8,August,3,2024,33,Wednesday,False
1323,2024-08-15,15,8,August,3,2024,33,Thursday,False
1324,2024-08-16,16,8,August,3,2024,33,Friday,False
1325,2024-08-17,17,8,August,3,2024,33,Saturday,True
1326,2024-08-18,18,8,August,3,2024,33,Sunday,True
1327,2024-08-19,19,8,August,3,2024,34,Monday,False
1328,2024-08-20,20,8,August,3,2024,34,Tuesday,False
1329,2024-08-21,21,8,August,3,2024,34,Wednesday,False
1330,2024-08-22,22,8,August,3,2024,34,Thursday,False
1331,2024-08-23,23,8,August,3,2024,34,Friday,False
1332,2024-08-24,24,8,August,3,2024,34,Saturday,True
1333,2024-08-25,25,8,August,3,2024,34,Sunday,True
1334,2024-08-26,26,8,August,3,2024,35,Monday,False
1335,2024-08-27,27,8,August,3,2024,35,Tuesday,False
1336,2024-08-28,28,8,August,3,2024,35,Wednesday,False
1337,2024-08-29,29,8,August,3,2024,35,Thursday,False
1338,2024-08-30,30,8,August,3,2024,35,Friday,False
1339,2024-08-31,31,8,August,3,2024,35,Saturday,True
1340,2024-09-01,1,9,September,3,2024,35,Sunday,True
1341,2024-09-02,2,9,September,3,2024,36,Monday,False
1342,2024-09-03,3,9,September,3,2024,36,Tuesday,False
1343,2024-09-04,4,9,September,3,2024,36,Wednesday,False
1344,2024-09-05,5,9,September,3,2024,36,Thursday,False
1345,2024-09-06,6,9,September,3,2024,36,Friday,False
1346,2024-09-07,7,9,September,3,2024,36,Saturday,True
1347,2024-09-08,8,9,September,3,2024,36,Sunday,True
1348,2024-09-09,9,9,September,3,2024,37,Monday,False
1349,2024-09-10,10,9,September,3,2024,37,Tuesday,False
1350,2024-09-11,11,9,September,3,2024,37,Wednesday,False
1351,2024-09-12,12,9,September,3,2024,37,Thursday,False
1352,2024-09-13,13,9,September,3,2024,37,Friday,False
1353,2024-09-14,14,9,September,3,2024,37,Saturday,True
1354,2024-09-15,15,9,September,3,2024,37,Sunday,True
1355,2024-09-16,16,9,September,3,2024,38,Monday,False
1356,2024-09-17,17,9,September,3,2024,38,Tuesday,False
1357,2024-09-18,18,9,September,3,2024,38,Wednesday,False
1358,2024-09-19,19,9,September,3,2024,38,Thursday,False
1359,2024-09-20,20,9,September,3,2024,38,Friday,False
1360,2024-09-21,21,9,September,3,2024,38,Saturday,True
1361,2024-09-22,22,9,September,3,2024,38,Sunday,True
1362,2024-09-23,23,9,September,3,2024,39,Monday,False
1363,2024-09-24,24,9,September,3,2024,39,Tuesday,False
1364,2024-09-25,25,9,September,3,2024,39,Wednesday,False
1365,2024-09-26,26,9,September,3,2024,39,Thursday,False
1366,2024-09-27,27,9,September,3,2024,39,Friday,False
1367,2024-09-28,28,9,September,3,2024,39,Saturday,True
1368,2024-09-29,29,9,September,3,2024,39,Sunday,True
1369,2024-09-30,30,9,September,3,2024,40,Monday,False
1370,2024-10-01,1,10,October,4,2024,40,Tuesday,False
1371,2024-10-02,2,10,October,4,2024,40,Wednesday,False
1372,2024-10-03,3,10,October,4,2024,40,Thursday,False
1373,2024-10-04,4,10,October,4,2024,40,Friday,False
1374,2024-10-05,5,10,October,4,2024,40,Saturday,True
1375,2024-10-06,6,10,October,4,2024,40,Sunday,True
1376,2024-10-07,7,10,October,4,2024,41,Monday,False
1377,2024-10-08,8,10,October,4,2024,41,Tuesday,False
1378,2024-10-09,9,10,October,4,2024,41,Wednesday,False
1379,2024-10-10,10,10,October,4,2024,41,Thursday,False
1380,2024-10-11,11,10,October,4,2024,41,Friday,False
1381,2024-10-12,12,10,October,4,2024,41,Saturday,True
1382,2024-10-13,13,10,October,4,2024,41,Sunday,True
1383,2024-10-14,14,10,October,4,2024,42,Monday,False
1384,2024-10-15,15,10,October,4,2024,42,Tuesday,False
1385,2024-10-16,16,10,October,4,2024,42,Wednesday,False
1386,2024-10-17,17,10,October,4,2024,42,Thursday,False
1387,2024-10-18,18,10,October,4,2024,42,Friday,False
1388,2024-10-19,19,10,October,4,2024,42,Saturday,True
1389,2024-10-20,20,10,October,4,2024,42,Sunday,True
1390,2024-10-21,21,10,October,4,2024,43,Monday,False
1391,2024-10-22,22,10,October,4,2024,43,Tuesday,False
1392,2024-10-23,23,10,October,4,2024,43,Wednesday,False
1393,2024-10-24,24,10,October,4,2024,43,Thursday,False
1394,2024-10-25,25,10,October,4,2024,43,Friday,False
1395,2024-10-26,26,10,October,4,2024,43,Saturday,True
1396,2024-10-27,27,10,October,4,2024,43,Sunday,True
1397,2024-10-28,28,10,October,4,2024,44,Monday,False
1398,2024-10-29,29,10,October,4,2024,44,Tuesday,False
1399,2024-10-30,30,10,October,4,2024,44,Wednesday,False
1400,2024-10-31,31,10,October,4,2024,44,Thursday,False
1401,2024-11-01,1,11,November,4,2024,44,Friday,False
1402,2024-11-02,2,11,November,4,2024,44,Saturday,True
1403,2024-11-03,3,11,November,4,2024,44,Sunday,True
1404,2024-11-04,4,11,November,4,2024,45,Monday,False
1405,2024-11-05,5,11,November,4,2024,45,Tuesday,False
1406,2024-11-06,6,11,November,4,2024,45,Wednesday,False
1407,2024-11-07,7,11,November,4,2024,45,Thursday,False
1408,2024-11-08,8,11,November,4,2024,45,Friday,False
1409,2024-11-09,9,11,November,4,2024,45,Saturday,True
1410,2024-11-10,10,11,November,4,2024,45,Sunday,True
1411,2024-11-11,11,11,November,4,2024,46,Monday,False
1412,2024-11-12,12,11,November,4,2024,46,Tuesday,False
1413,2024-11-13,13,11,November,4,2024,46,Wednesday,False
1414,2024-11-14,14,11,November,4,2024,46,Thursday,False
1415,2024-11-15,15,11,November,4,2024,46,Friday,False
1416,2024-11-16,16,11,November,4,2024,46,Saturday,True
1417,2024-11-17,17,11,November,4,2024,46,Sunday,True
1418,2024-11-18,18,11,November,4,2024,47,Monday,False
1419,2024-11-19,19,11,November,4,2024,47,Tuesday,False
1420,2024-11-20,20,11,November,4,2024,47,Wednesday,False
1421,2024-11-21,21,11,November,4,2024,47,Thursday,False
1422,2024-11-22,22,11,November,4,2024,47,Friday,False
1423,2024-11-23,23,11,November,4,2024,47,Saturday,True
1424,2024-11-24,24,11,November,4,2024,47,Sunday,True
